Date,Workshop,UniqueID,ProgrammingLanguage,RawData,WriteProgram,SearchOnline,OvercomeProblem,ProgrammingConfident,AnalysesEasier,ProgrammingEfficient,ImmediatelyApply,Comfortable,WorkWithData,WorkshopStrengths,WorkshopImprovements,AccessibilityIssues,AccessibilityResponse,InstructorsClearAnswers,InstructorsEnthusiastic,InstructorsInteracting,InstructorsKnowledgeable,InstructorsOpenEnded,LikelyToRecommend,Country
8/24/17 12:37,I don't know.,1yywas,R,Strongly agree,Agree,Neutral,Agree,Agree,Agree,Strongly agree,Agree ,Agree ,Agree,good selection of topics and hands-on examples,"the pace of progression (I know it is hard with many people), a longer lunch break",Yes,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,an instructor quickly available upon having a question,95,United States of America
8/24/17 12:03,I don't know.,2sobal,R,Disagree,Agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly agree,Agree ,Agree ,Neutral,"good introduction, good challenge examples and encouraging group work","too much time spent in very basic introductory elements, then rushing through heavy lifting. ",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"there were lots of helpers at the ready to come look and find your typo or simple error, and otherwise work with you for understanding.",92,United States of America
8/24/17 11:47,Reproducible Research,,,,,,,,,,   ,  ,,,,,,,,,,,,
8/24/17 11:43,Ecology,1oxman,R,Disagree,Agree,Agree,Agree,Neutral,Agree,Strongly agree,Strongly agree ,Strongly agree ,Neutral,"good instructors, good excercises , relevant examples",hard to improve without more time! the workshop was a good balance of breadth of material although depth is obviously limited by time available,No,,Agree,Strongly agree,Strongly agree,Strongly agree,,100,United States of America
8/24/17 11:29,Ecology,2liuni,R,Strongly agree,Agree,Agree,Agree,Neutral,Strongly agree,Agree,Disagree ,Agree ,Agree,"Actually having a dataset to work with really helped, I liked the challenges a lot because I got to learn hands-on what to do. ","Some of the lessons were very condensed and fast for new learners. I felt like the red/green cards for help worked in theory, but didn't work well when someone was teaching because none of the helpers were looking for red cards during lectures. ",No,,Agree,Agree,Agree,Agree,"One of the helpers, Sarah, was able to talk to me specifically about how these tools relate to my research. ",90,United States of America
8/24/17 11:19,I don't know.,1rouni,R,Strongly agree,Disagree,Neutral,Disagree,Strongly disagree,Strongly agree,Strongly agree,Neutral ,Agree ,Disagree,,,No,,Agree,Strongly agree,Agree,Agree,,98,United States of America
8/24/17 11:13,Ecology,0dafra,R,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Neutral , Strongly disagree,Strongly disagree,Good introduction to people with little experience,,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,90,United States of America
8/24/17 10:32,I don't know.,2buuni,R,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Agree,Strongly agree,Strongly agree ,Strongly agree ,Agree,"Information was very well presented and at a good pace. Challenges/exercises were relevant and informative. Instructors/helps were knowledgeable, helpful, and approachable. I learned a lot of basic functions, but I think the take away was that there are a LOT of resources to help me apply it to my specific work. This was a really impressive free workshop, and I'd recommend it to anyone interested in learning better ways to handle their data. Also the snacks were good",I wish we had more time/organization with R markup and to complete the capstone project (and review),Yes,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"I had a specific issue with my computer downloading a package I needed, and Brian helped sort it out immediately so I didn't miss anything.   Alex was also excellent at answering questions about what he was covering.  The instructors/helpers were all great",100,United States of America
9/11/17 13:09,I don't know.,0dhkin,R,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree ,Agree ,Agree,"the first day, teaching is good.","start with basic, step by step, the instructor showed so many command and function at a time, I could not understand easily.",No,,Neutral,Neutral,Disagree,Agree,"The problem instructor gave us, she could not solve the problem by herself. so it is tough for a new learner.",65,United States of America
8/19/17 17:13,Reproducible Research,1wlwys,Python,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree ,Strongly agree ,Strongly agree,"- the well-organized workshop,  - well-described target group of students (researchers),  - experienced, opened-minded, and motivating mentors,  - nice atmosphere to learn and to focus on the exercises,  - the exercises prepared for all topics,  - learning materials available at Github,  - many additional materials in the Data Carpentry's Github repository.", - maybe it will be a good idea to take short breaks a bit more often  - you can add some homework if the workshop lasts 2 or more days,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,The instructors answered all questions which I had. They were very helpful and patient. They motivated me to spread an idea of Software Carpentry between my colleagues. I hope to do it in the nearest future.,100,Poland
8/19/17 8:46,I don't know.,1ursou,R,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,Strongly agree,,,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,85,United States of America
8/18/17 2:35,I don't know.,9ackin,R,Strongly agree,Strongly disagree,Neutral,Disagree,Disagree,Neutral,Strongly agree,Agree ,Neutral ,Neutral,,,,,,,,,,,
8/16/17 9:55,Ecology,6mosha,R,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree ,Strongly agree ,Agree,the politeness and punctuality of the trainer  your confidentiality  ,the time giving is not enough to cover all the data analysis  so the length of time could be added additional day.if it is so all thing was be alright.     ,No,no issues,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,78,Ethiopia
8/16/17 9:26,Reproducible Research,,,,,,,,,,   ,  ,,,,,,,,,,,,
8/16/17 9:51,Ecology,4homar,R,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree , Strongly disagree,Strongly disagree,practice focus,knowing participants difficulties working with data,No,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,100,Ethiopia
8/16/17 9:52,Ecology,1asark,R,Strongly agree,Agree,Neutral,Agree,Agree,Agree,Strongly agree,Agree ,Agree ,Agree,the polite  and well explanation of instructors  ,since its new program it needs exercising from thye side of trainees   time allocated for training,No,,Agree,Agree,Agree,Strongly agree,Very good,99,Ethiopia
8/16/17 9:57,Ecology,5etare,R,Strongly agree,Neutral,Agree,Neutral,Neutral,Strongly agree,,Neutral ,Agree ,Neutral,trainers are very friendly  they have enough knowledge on what they are trying to train us ,please prepare materials on every stapes of training  give materials before showing what we need to learn,Yes,transportation facility  pared-um issues  ,Agree,Agree,Agree,Agree,by different thing,75,Ethiopia
8/16/17 9:57,Ecology,5fisel,R,Strongly agree,Agree,Agree,Neutral,Disagree,Agree,Strongly agree,Neutral ,Agree ,Agree,Its strength is that it is to the point/short and precise,it is better if the time is given as it is impossible to under stand with in 2/days as we come from d/t background,Yes,the par dim that is allowed for us is not enough to attend the work shop/can't cover the all expenses,Agree,Strongly agree,Strongly agree,Strongly agree,they just tell us what we ask them practically and enthusiastically.,0,Ethiopia
8/16/17 9:50,Ecology,2kease,R,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree ,Agree ,Agree,the software is new and updated the way of expressing and the politeness of every trainers also smart continue ,it may be for the other trainees the time of workshop is very short if u can improve the time ,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,81,Ethiopia
8/16/17 9:54,Ecology,4adwlo,R,Strongly agree,Neutral,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Agree ,Agree ,Agree,very interactive ,giving more exercise and note prior to the training ,No,,Agree,Strongly agree,Strongly agree,Agree,,99,Ethiopia
8/16/17 9:44,Ecology,1deano,R,Strongly agree,Neutral,Neutral,Agree,Neutral,Strongly agree,Strongly agree,Agree ,Agree ,Neutral,the trainers are friendly! ,it has to have manual! ,Yes,they found my email wrong  ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,i did not see ,100,Ethiopia
8/16/17 9:35,Ecology,5ztatf,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral ,Strongly agree ,Strongly agree,instructors are committed to help us ,lessons should be given to use before we begin each session,No,,Neutral,Agree,Strongly agree,Agree,"their interaction,motivational speaking was motivational",85,Ethiopia
8/16/17 9:45,Ecology,4JIHOS,R,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral ,Agree ,Agree,It expresses how R and R studio works for sated data.,It should express first the main objective of the software and their value in different discipline but some how we confused how to  work in the coming.The trainers must express in detail that.,No,,Neutral,Agree,Agree,Agree,They interact with as to respond what is unclear and the step by step about the program.,76,Ethiopia
8/16/17 9:42,Ecology,7meked,R,Strongly agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree ,Disagree ,Agree,,,No,,Agree,Agree,Disagree,Agree,,90,Ethiopia
8/16/17 9:28,Ecology,1adhai,R,,,,,,,,   ,  ,,,,,,,,,,,,
8/16/17 9:39,Ecology,5chadd,R,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Strongly agree,Agree ,Agree ,Disagree,the information provided is very relevant for our work.  the teachers are committed ,"since it is not something we can finish with in few days , it is better to make the content short , focused and more practical by including more exercises.   i think it would b more effective if there were some group activities ",No,,Agree,Agree,Agree,Agree,,82,Ethiopia
8/16/17 9:50,Ecology,4zauba,R,Strongly agree,Agree,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly disagree ,Neutral ,Disagree,,,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,100,Ethiopia
8/16/17 9:49,Ecology,1as1dd,R,Strongly agree,Agree,Neutral,Agree,Strongly agree,Agree,Strongly agree,Agree ,Strongly agree ,Agree,You all are interested to help us. And we know what we do not know before.,"It might be better to increase duration of the training, because 3 days are very short for this training as some of the trainer are not familiar with R",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Add more time for each lesson, and keep the remaining activities.",100,Ethiopia
8/16/17 9:49,Ecology,6bideb,R,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree ,Agree ,Agree,i learn new software tools from this workshop.,#NAME?,No,,Agree,Strongly agree,Strongly agree,Neutral,#NAME?,83,Ethiopia
8/16/17 9:50,Ecology,7medeb,R,Strongly agree,Strongly agree,Neutral,Agree,Neutral,Strongly agree,Agree,Neutral ,Agree ,Agree,the major strength of the work shop is 'it enables us to be informed about R and thinking to use it. ,printed guides and materials are very important to follow the work shop easly,No,,Neutral,Agree,Agree,Strongly agree,they heap us to go right with the lesson and i found it is very important,97,Ethiopia
